校系代碼,序號,准考證號,國文,英文,數學,專一,專二,總分
107010,1,52010130,13,15,8,10,12,58
107010,2,52010098,12,10,11,10,12,55
107010,3,52010222,12,13,11,8,6,50
107010,4,52010450,9,14,11,6,7,47
