校系代碼,序號,准考證號,國文,英文,數學,專一,專二,總分
105020,1,52010438,11,12,10,11,12,56
105020,2,52010058,13,10,13,10,9,55
105020,3,52010090,12,9,14,9,10,54
105020,4,52010066,13,9,9,6,10,47
105020,5,52010030,7,3,6,5,7,28
