校系代碼,序號,准考證號,國文,英文,數學,專一,專二,總分
114013,1,52010242,12,11,14,11,12,60
114013,2,52010375,11,11,13,10,14,59
114013,3,52010050,9,10,11,10,12,52
114013,4,52010218,12,14,8,7,10,51
114013,5,52010408,12,12,7,9,11,51
114013,6,52010182,10,11,10,8,12,51
114013,7,52010327,12,9,7,10,11,49
114013,8,52010226,10,8,5,11,12,46
114013,9,52010447,10,12,5,7,9,43
