校系代碼,序號,准考證號,國文,英文,數學,專一,專二,總分
110001,1,52010450,9,14,11,6,7,47
110001,2,52010366,8,8,7,10,13,46
110001,3,52010178,10,11,7,8,10,46
110001,4,52010363,11,9,8,8,10,46
110001,5,52010282,11,12,7,8,8,46
110001,6,52010286,10,11,8,7,9,45
110001,7,52010348,7,9,8,7,10,41
110001,8,52010459,10,5,5,7,8,35
110001,9,52010030,7,3,6,5,7,28
