校系代碼,序號,准考證號,國文,英文,數學,專一,專二,總分
107001,1,52010462,11,11,12,11,12,57
107001,2,52010090,12,9,14,9,10,54
107001,3,52010408,12,12,7,9,11,51
107001,4,52010218,12,14,8,7,10,51
107001,5,52010327,12,9,7,10,11,49
107001,6,52010066,13,9,9,6,10,47
107001,7,52010282,11,12,7,8,8,46
107001,8,52010363,11,9,8,8,10,46
107001,9,52010366,8,8,7,10,13,46
107001,10,52010348,7,9,8,7,10,41
