校系代碼,序號,准考證號,國文,英文,數學,專一,專二,總分
724001,1,52010366,8,8,7,10,13,46
724001,2,52010348,7,9,8,7,10,41
724001,3,52010262,10,10,5,6,7,38
724001,4,52010018,10,5,7,8,8,38
