校系代碼,序號,准考證號,國文,英文,數學,專一,專二,總分
214002,1,52010218,12,14,8,7,10,51
214002,2,52010450,9,14,11,6,7,47
214002,3,52010447,10,12,5,7,9,43
214002,4,52010030,7,3,6,5,7,28
