校系代碼,序號,准考證號,國文,英文,數學,專一,專二,總分
102018,1,52010242,12,11,14,11,12,60
102018,2,52010258,10,15,10,11,13,59
102018,3,52010456,13,14,8,8,14,57
102018,4,52010090,12,9,14,9,10,54
102018,5,52010306,12,14,11,8,8,53
102018,6,52010070,11,15,11,6,9,52
102018,7,52010182,10,11,10,8,12,51
102018,8,52010408,12,12,7,9,11,51
102018,9,52010270,10,5,10,12,11,48
102018,10,52010066,13,9,9,6,10,47
102018,11,52010226,10,8,5,11,12,46
102018,12,52010178,10,11,7,8,10,46
