校系代碼,序號,准考證號,國文,英文,數學,專一,專二,總分
713001,1,52010327,12,9,7,10,11,49
713001,2,52010363,11,9,8,8,10,46
713001,3,52010366,8,8,7,10,13,46
713001,4,52010282,11,12,7,8,8,46
713001,5,52010030,7,3,6,5,7,28
